ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
TRANSPORTATION SERVICES CONTRACTS,19601,RAIN EASTCHESTER - TRAN INDIVIDUAL RIDES - BX NORTH (196),REGIONAL AID FOR INTERIM NEEDS INC,1246 Burke Avenue,BRONX,NY,10469,BRONX,718-882-8513,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.871144,-73.851046,211,12,348,2093501,2045810001,Allerton-Pelham Gardens,POINT (-73.851046 40.871144)
OLDER ADULT CENTER CONTRACTS,W2005,PALMETTO GARDENS SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,85 Palmetto Street,BROOKLYN,NY,11221,BROOKLYN,718-676-0876,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.691599,-73.918840,304,37,399,3076429,3033400020,Bushwick South,POINT (-73.91884 40.691599)
OLDER ADULT CENTER CONTRACTS,W2003,DIANA JONES ISC (W20),RISEBORO COMMUNITY PARTNERSHIP INC,9 Noll Street,BROOKLYN,NY,11206,BROOKLYN,718-782-3601,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.700163,-73.935675,304,34,391,3387594,3031450100,Bushwick South,POINT (-73.935675 40.700163)
OLDER ADULT CENTER CONTRACTS,C1104,BRONXWORKS HEIGHTS SC (C11),BRONXWORKS INC,200 West Tremont Avenue,BRONX,NY,10453,BRONX,718-299-0300,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.851984,-73.916804,205,14,20502,2008966,2028770522,University Heights-Morris Heights,POINT (-73.916804 40.851984)
OLDER ADULT CENTER CONTRACTS,W1905,PSS MANHATTANVILLE (W19),PRESBYTERIAN SENIOR SERVICES,530 West 133rd Street,NEW YORK,NY,10027,MANHATTAN,212-862-5562,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.818127,-73.954478,109,07,219,1084130,1019840001,Manhattanville,POINT (-73.954478 40.818127)
HOMECARE SERVICES CONTRACTS,2HR01,NEW PARTNERS - HOME CARE - BK (2HR),NEW PARTNERS INC.,5 Penn Plaza,NEW YORK,NY,10001,MANHATTAN,212-609-7235,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.751861,-73.993716,104,03,103,1013547,1007570031,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.993716 40.751861)
OLDER ADULT CENTER CONTRACTS,C1203,BCA 6TH AVENUE OLDER ADULT CENTER (C12),BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,545 60th Street,BROOKLYN,NY,11200,BROOKLYN,718-567-9311,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.638869,-74.015137,307,38,102,3337343,3008640001,Sunset Park East,POINT (-74.015137 40.638869)
OLDER ADULT CENTER CONTRACTS,C1501,CANAAN SENIOR SERVICE CENTER (C15),CANAAN BAPTIST CHURCH OF CHRIST,1428 5th Avenue,NEW YORK,NY,10035,MANHATTAN,212-876-2638,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.801150,-73.946121,110,09,190,1051430,1016000021,Central Harlem South,POINT (-73.946121 40.80115)
OLDER ADULT CENTER CONTRACTS,C7301,ST. GABRIEL'S EPISCOPAL CHURCH OAC (C73),ST GABRIELS EPISCOPAL CHURCH,331 Hawthorne Street,BROOKLYN,NY,11225,BROOKLYN,718-773-4049,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.657919,-73.949217,309,40,804,3000000,3048140071,Prospect Lefferts Gardens-Wingate,POINT (-73.949217 40.657919)
OLDER ADULT CENTER CONTRACTS,W2001,BORINQUEN PLAZA (W20),RISEBORO COMMUNITY PARTNERSHIP INC,80 Seigel Street,BROOKLYN,NY,11206,BROOKLYN,718-782-6335,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.704366,-73.943775,301,34,491,3071447,3030960030,East Williamsburg,POINT (-73.943775 40.704366)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6804,JASA WARBASSE CARES NORC (N68),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2844 OCEAN PARKWAY,BROOKLYN,NY,11235,BROOKLYN,718-996-5200,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.580542,-73.968428,313,48,35601,3320735,3072530001,West Brighton,POINT (-73.968428 40.580542)
OLDER ADULT CENTER CONTRACTS,C1904,CENTRAL HARLEM SC CTR BEATRICE LEWIS (C19),CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,2322 Third Avenue,NEW YORK,NY,10035,MANHATTAN,212-289-9155,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.804468,-73.935267,111,09,242,1054497,1017750033,East Harlem North,POINT (-73.935267 40.804468)
OLDER ADULT CENTER CONTRACTS,C8201,HUDSON GUILD (C82),HUDSON GUILD,119 9th Avenue,NEW YORK,NY,10011,MANHATTAN,212-924-6710,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.743172,-74.003760,104,03,83,1078418,1007150010,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-74.00376 40.743172)
OLDER ADULT CENTER CONTRACTS,2TZ01,UCA COMMUNITY SERVICE CENTER (2TZ),UNITED CHINESE ASSOCIATION OF BROOKLYN  INC,1787 Stillwell Avenue,BROOKLYN,NY,11223,BROOKLYN,718-232-0055,Y,,,,,,,,,,,,,,,40.602894,-73.986423,311,43,404,3176369,3066430053,Bensonhurst East,POINT (-73.986423 40.602894)
HOME DELIVERED MEAL SERVICE CONTRACTS,29H01,RISEBORO HOME DELIVERED MEALS - BROOKLYN 1 (29H),RISEBORO COMMUNITY PARTNERSHIP INC,80 Seigel Street,BROOKLYN,NY,11206,BROOKLYN,718-416-4554,Y,,,,,,,,,,,,,,,40.704366,-73.943775,301,34,491,3071447,3030960030,East Williamsburg,POINT (-73.943775 40.704366)
OLDER ADULT CENTER CONTRACTS,CC301,ROBERT COUCHE OLDER ADULT CENTER (CC3),MERRILL PARK CIVIC ASSOCIATION OF SPRINGFIELD GARDENS INC,137-57 Farmers Boulevard,JAMAICA,NY,11434,QUEENS,718-978-8352,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.672510,-73.764138,412,31,330,4280089,4130200013,Springfield Gardens North,POINT (-73.764138 40.67251)
OLDER ADULT CENTER CONTRACTS,C2102,CPC NAN SHAN NEIGHBORHOOD SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,133-14 41st Avenue 1st Floor,FLUSHING,NY,11355,QUEENS,718-358-3030,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.757805,-73.830321,407,20,849,4114228,4050410005,Flushing,POINT (-73.830321 40.757805)
OLDER ADULT CENTER CONTRACTS,C5801,RAIN BOSTON EAST OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3450 Boston Road,BRONX,NY,10469,BRONX,718-654-9200,Y,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,00:00,00:00,00:00,00:00,40.876315,-73.848561,212,12,364,2060739,2047370105,Eastchester-Edenwald-Baychester,POINT (-73.848561 40.876315)
TRANSPORTATION SERVICES CONTRACTS,53801,CASC - TRAN INDIVIDUAL RIDES - STATEN ISLAND (538),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-981-6226,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.642992,-74.076954,501,49,3,5000084,5000080060,West New Brighton-New Brighton-St. George,POINT (-74.076954 40.642992)
HOME DELIVERED MEAL SERVICE CONTRACTS,11Y02,RAIN HOME DELIVERED MEALS - BRONX 3 (11Y),REGIONAL AID FOR INTERIM NEEDS INC,3450 Boston Road,BRONX,NY,10469,BRONX,718-829-2131,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.876304,-73.848594,212,12,364,2060739,2047370105,Eastchester-Edenwald-Baychester,POINT (-73.848594 40.876304)
CAREGIVER SERVICES CONTRACTS,1K101,PSS CAREGIVER SUPPORT PROGRAM (1K1),PRESBYTERIAN SENIOR SERVICES,325 EAST 156 STREET,BRONX,NY,10451,BRONX,212-222-3132,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.821439,-73.917995,201,17,69,2091224,2024160001,Melrose South-Mott Haven North,POINT (-73.917995 40.821439)
OLDER ADULT CENTER CONTRACTS,45D01,ELMCOR GOLDEN PHOENIX CLUB THREE (45D),ELMCOR YOUTH & ADULT ACTIVITIES INC,96-05 Horace Harding ExpressWay,FLUSHING,NY,11368,QUEENS,718-651-0096,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.734383,-73.864309,404,21,455,4047337,4019180114,Corona,POINT (-73.864309 40.734383)
OLDER ADULT CENTER CONTRACTS,C3509,MARIA LAWTON OAC (C35),FORT GREENE COUNCIL,400 Hart Street,BROOKLYN,NY,11206,BROOKLYN,718-452-7474,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.694725,-73.935190,303,36,287,3341752,3015950024,Stuyvesant Heights,POINT (-73.93519 40.694725)
ELDER ABUSE SERVICES CONTRACTS,1E301,NSHOPP - ELDER JUSTICE - BX (1E3),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,975 Kelly Street Suite 401,BRONX,NY,10459,BRONX,718-542-0006,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.822052,-73.895879,202,17,87,2114693,2027037501,Longwood,POINT (-73.895879 40.822052)
OLDER ADULT CENTER CONTRACTS,C9007,WAYSIDE OUT VAN DYKE II SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,430 Dumont Avenue,BROOKLYN,NY,11212,BROOKLYN,718-385-1110,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.664982,-73.903308,316,41,910,3328126,3037940001,Brownsville,POINT (-73.903308 40.664982)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6102,COMMONPOINT QUEENS DEEPDALE GARDENS NORC (N61),COMMONPOINT QUEENS,57-17 Marathon Parkway,FLUSHING,NY,11362,QUEENS,718-225-3929,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.759420,-73.731285,411,23,152902,4459800,4083370001,Douglas Manor-Douglaston-Little Neck,POINT (-73.731285 40.75942)
OLDER ADULT CENTER CONTRACTS,C4703,JCCGCI JAY-HARAMA OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,2600 Ocean Avenue,BROOKLYN,NY,11229,BROOKLYN,718-891-1110,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.598158,-73.951186,315,48,578,3199766,3073520032,Madison,POINT (-73.951186 40.598158)
OLDER ADULT CENTER CONTRACTS,C4201,HOMECREST BENSONHURST OAC & AVE T BROOKLYN (C42),HOMECREST COMMUNITY SERVICES INC,6915 15th Avenue,BROOKLYN,NY,11228,BROOKLYN,718-621-7960,Y,8 :00,3 :00,8 :00,3 :00,8 :00,3 :00,8 :00,3 :00,8 :00,3 :00,00:00,00:00,00:00,00:00,40.620826,-73.999701,311,38,190,3156583,3061580001,Bensonhurst West,POINT (-73.999701 40.620826)
OLDER ADULT CENTER CONTRACTS,C1709,CCNS SEASIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,320 Beach 94th Street,FAR ROCKAWAY,NY,11693,QUEENS,347-926-4119,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.587700,-73.817309,414,32,94202,4303571,4161260004,Hammels-Arverne-Edgemere,POINT (-73.817309 40.5877)
OLDER ADULT CENTER CONTRACTS,C6601,SBH OLDER ADULT CENTER - SENIOR PAVILION (C66),SBH COMMUNITY SERVICE NETWORKINC.,1963 McDonald Avenue,BROOKLYN,NY,11223,BROOKLYN,718-787-1100,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,09:00,01:00,00:00,00:00,00:00,00:00,40.604832,-73.972263,315,44,422,3397113,3066580062,Homecrest,POINT (-73.972263 40.604832)
OLDER ADULT CENTER CONTRACTS,W1902,PSS DAVIDSON (W19),PRESBYTERIAN SENIOR SERVICES,950 Union Avenue,BRONX,NY,10459,BRONX,718-328-2811,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.822812,-73.901821,203,17,12901,2005015,2026780001,Longwood,POINT (-73.901821 40.822812)
OLDER ADULT CENTER CONTRACTS,C5806,RAIN INWOOD OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,84 Vermilyea Avenue,NEW YORK,NY,10034,MANHATTAN,212-567-3200,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.865838,-73.923128,112,10,291,1064905,1022340029,Marble Hill-Inwood,POINT (-73.923128 40.865838)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5303,HAMILTON MADISON CONFUCIOUS PLAZA NORC (N53),HAMILTON MADISON HOUSE INC,165 PARK ROW (activities and nursing ser,NEW YORK,NY,10038,MANHATTAN,212-349-3724,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.713086,-74.000566,103,01,27,1077407,1001170001,Chinatown,POINT (-74.000566 40.713086)
OLDER ADULT CENTER CONTRACTS,C2002,MMCC-CDC OLDER ADULT CENTER MAIN BUILDING (C20),CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,3450 Dekalb Avenue,BRONX,NY,10467,BRONX,718-798-6601,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.881486,-73.881226,207,11,421,2096396,2033270001,Norwood,POINT (-73.881226 40.881486)
OLDER ADULT CENTER CONTRACTS,C0103,AGUDATH ISRAEL OF AMERICA BORO PARK SENIOR CITIZENS CENTER (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,1021 38th Street,BROOKLYN,NY,11219,BROOKLYN,718-854-7430,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.644785,-73.991644,312,38,110,3122949,3052890083,Sunset Park East,POINT (-73.991644 40.644785)
OLDER ADULT CENTER CONTRACTS,C1716,CCNS WOODHAVEN-RICHMOND HILL OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,89-02 91st Street,JAMAICA,NY,11421,QUEENS,718-847-9200,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.690455,-73.852946,409,32,18,4185709,4089720004,Woodhaven,POINT (-73.852946 40.690455)
LEGAL SERVICES CONTRACTS,20I01,BLS – LEGAL SERVICES – BK MN & SI (20I),BROOKLYN LEGAL SERVICES INC,105 Court Street 4th Floor,BROOKLYN,NY,11201,BROOKLYN,917-661-4500,Y,09:00,04:30,09:00,04:30,09:00,04:30,09:00,04:30,09:00,04:30,00:00,00:00,00:00,00:00,40.690793,-73.991825,302,33,9,3002702,3002710023,Brooklyn Heights-Cobble Hill,POINT (-73.991825 40.690793)
HOME DELIVERED MEAL SERVICE CONTRACTS,24E01,JASA BROOKLYN HOME DELIVERED MEALS - BROOKLYN 6 (24E),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1201 PENNSYLVANIA AVENUE,BROOKLYN,NY,11239,BROOKLYN,718-769-7455,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.651173,-73.885082,305,42,105801,3336175,3044350001,Starrett City,POINT (-73.885082 40.651173)
OLDER ADULT CENTER CONTRACTS,C6904,EDIE WINDSOR SAGE CENTER (C69),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,305 7th Avenue,NEW YORK,NY,10001,MANHATTAN,646-576-8669,Y,11:00,08:00,11:00,08:00,11:00,08:00,11:00,08:00,11:00,08:00,00:00,00:00,00:00,00:00,40.746817,-73.993655,105,03,95,1015060,1008037502,Midtown-Midtown South,POINT (-73.993655 40.746817)
OLDER ADULT CENTER CONTRACTS,C3304,FIND AID WOODSTOCK OAC (C33),FIND AID FOR THE AGED,127 West 43rd Street,NEW YORK,NY,10036,MANHATTAN,212-575-0693,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.755873,-73.984454,105,04,119,1022613,1009960014,Midtown-Midtown South,POINT (-73.984454 40.755873)
OLDER ADULT CENTER CONTRACTS,C7209,ASTORIA NSC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,21-21 30th Drive,LONG ISLAND CITY,NY,11102,QUEENS,718-726-9642,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.768135,-73.928916,401,22,79,4006319,4005500007,Old Astoria,POINT (-73.928916 40.768135)
OLDER ADULT CENTER CONTRACTS,C1702,CCNS DELLAMONICA- SREINWAY OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,23-56 Broadway,LONG ISLAND CITY,NY,11106,QUEENS,718-626-1500,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.764285,-73.930011,401,22,53,4006560,4005660050,Astoria,POINT (-73.930011 40.764285)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5601,ISABELLA GERIATRIC FT GEORGE VISTAS NORC (N56),ISABELLA GERIATRIC CENTER INC,17 FT. GEORGE HILL,NEW YORK,NY,10040,MANHATTAN,212-304-1064,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.857700,-73.927505,112,10,283,1064067,1021700131,Washington Heights North,POINT (-73.927505 40.8577)
OLDER ADULT CENTER CONTRACTS,C5101,NYFSC DYCKMAN OLDER ADULT CENTER (C51),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,3754 10th Avenue,NEW YORK,NY,10034,MANHATTAN,212-569-7790,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.860844,-73.921587,112,10,299,1080032,1022160001,Marble Hill-Inwood,POINT (-73.921587 40.860844)
TRANSPORTATION SERVICES CONTRACTS,10601,MID-BRONX - TRAN INDIVIDUAL RIDES - BX SOUTH (106),MID BRONX SENIOR CITIZENS COUNCIL INC,900 Grand Concourse,BRONX,NY,10451,BRONX,718-588-8200,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.827412,-73.922277,204,16,18301,2002802,2024600001,East Concourse-Concourse Village,POINT (-73.922277 40.827412)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N7201,VILLAGE VIEW NORC (N72),UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,175 E. 4th St.,NEW YORK,NY,10009,MANHATTAN,212-475-0150,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.724528,-73.985461,103,02,32,1077559,1004320001,East Village,POINT (-73.985461 40.724528)
OLDER ADULT CENTER CONTRACTS,C8001,SHORE HILL OLDER ADULT CENTER (C80),SUNSET PARK HEALTH COUNCIL INC d/b/a FAMILY HEALTH CENTERS A,9000 Shore Road,BROOKLYN,NY,11209,BROOKLYN,347-377-5474,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.622093,-74.040244,310,43,5201,3322532,3060780010,Bay Ridge,POINT (-74.040244 40.622093)
OLDER ADULT CENTER CONTRACTS,4DV01,INDIA HOME INC. (4DV),INDIA HOME INC,178-36 Wexford Terrace,JAMAICA,NY,11432,QUEENS,917-288-7600,Y,,,,,,,,,,,,,,,40.713508,-73.784561,408,24,466,4534092,4099377501,Jamaica Estates-Holliswood,POINT (-73.784561 40.713508)
TRANSPORTATION SERVICES CONTRACTS,44602,HANAC - TRAN GROUP RIDES - QN WEST (446),HANAC INC.,27-40 Hoyt Avenue South,LONG ISLAND CITY,NY,11102,QUEENS,212-840-8005,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.771857,-73.919800,401,22,69,4537921,4008390001,Old Astoria,POINT (-73.9198 40.771857)
OLDER ADULT CENTER CONTRACTS,2TT01,COPO (2TT),COUNCIL OF PEOPLES ORGANIZATION INC.,1081 Coney Island Avenue,BROOKLYN,NY,11230,BROOKLYN,718-434-3266,Y,,,,,,,,,,,,,,,40.631068,-73.966441,314,45,528,3178916,3066860076,Flatbush,POINT (-73.966441 40.631068)
OLDER ADULT CENTER CONTRACTS,W1802,SENIOR CENTER @ ST PETER'S CHURCH (W18),LENOX HILL NEIGHBORHOOD HOUSE INC,619 Lexington Avenue,NEW YORK,NY,10022,MANHATTAN,212-308-1959,Y,08:00,06:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.758698,-73.970744,106,04,100,1036474,1013087501,Turtle Bay-East Midtown,POINT (-73.970744 40.758698)
OLDER ADULT CENTER CONTRACTS,C4706,JCCGCI MARLBORO OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,2298 West 8th Street,BROOKLYN,NY,11223,BROOKLYN,718-373-6161,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.592081,-73.978468,313,47,382,3322179,3071400016,Gravesend,POINT (-73.978468 40.592081)
NEW YORK CONNECTS CONTRACTS,6C401,PSS NY CONNECTS BK (6C4),PRESBYTERIAN SENIOR SERVICES,1655 Flatbush Avenue,BROOKLYN,NY,11210,BROOKLYN,718-671-6200,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.630096,-73.944757,318,45,776,3206459,3075790010,Flatlands,POINT (-73.944757 40.630096)
OLDER ADULT CENTER CONTRACTS,C8310,JASA VAN CORTLANDT OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,185 W. 231st Street,BRONX,NY,10463,BRONX,718-549-4700,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.878666,-73.904096,208,11,283,2016157,2032670076,Spuyten Duyvil-Kingsbridge,POINT (-73.904096 40.878666)
OLDER ADULT CENTER CONTRACTS,C2601,COTHOA LUNCHEON CLUB (C26),COTHOA LUNCHEON CLUB INC,2005 Amsterdam Avenue,NEW YORK,NY,10032,MANHATTAN,212-781-6580,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.834326,-73.940952,112,10,245,1062531,1021090003,Washington Heights South,POINT (-73.940952 40.834326)
CAREGIVER SERVICES CONTRACTS,2K201,JASA BROOKLYN CAREGIVER (2K2),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,161 CORBIN PLACE,BROOKLYN,NY,11235,BROOKLYN,718-934-4180,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.578026,-73.954127,315,48,61004,3245719,3087190073,Brighton Beach,POINT (-73.954127 40.578026)
OLDER ADULT CENTER CONTRACTS,C3514,HAZEL BROOKS OAC (C35),FORT GREENE COUNCIL,961 Ocean Avenue,BROOKLYN,NY,11226,BROOKLYN,347-435-3287,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.638891,-73.958877,314,40,51601,3120264,3052060062,Flatbush,POINT (-73.958877 40.638891)
OLDER ADULT CENTER CONTRACTS,C3504,WILLOUGHBY OAC (C35),FORT GREENE COUNCIL,105 North Portland Avenue,BROOKLYN,NY,11205,BROOKLYN,718-875-1011,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.694782,-73.976116,302,35,18501,3335258,3020410001,Fort Greene,POINT (-73.976116 40.694782)
OLDER ADULT CENTER CONTRACTS,C9001,WAYSIDE OUT ROSETTA GASTON SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,460 Dumont Avenue,BROOKLYN,NY,11212,BROOKLYN,718-345-5665,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.665140,-73.902222,316,42,910,3328133,3037970001,Brownsville,POINT (-73.902222 40.66514)
OLDER ADULT CENTER CONTRACTS,C8101,EDUCATIONAL ALLIANCE SIROVICH OLDER ADULT CENTER (C81),THE EDUCATIONAL ALLIANCE INC,331 East 12th Street,NEW YORK,NY,10003,MANHATTAN,646-395-4529,Y,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,09:00,03:00,00:00,00:00,40.730657,-73.985041,103,02,40,1006502,1004540052,East Village,POINT (-73.985041 40.730657)
HOME DELIVERED MEAL SERVICE CONTRACTS,28E04,RISEBORO HDM - BROOKLYN 4 (28E),RISEBORO COMMUNITY PARTNERSHIP INC,80 Seigel Street,BROOKLYN,NY,11206,BROOKLYN,718-416-4599,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.704366,-73.943775,301,34,491,3071447,3030960030,East Williamsburg,POINT (-73.943775 40.704366)
